book_per_share,cash_per_share,cluster_id,current_ratio,debt_to_equity,div_payout_ratio,marketcap,operating_margin,pb,pe_forward,peg,profit_margin,ps_t12m,roa,roe,ticker
1792.5787,657.873,0,5.457,166.806,0.3721,19826794496,0.16679001,1792.5787,8.143118,0,0.10241,0.0074358666,0.018819999,0.08226,IX
-0.342,5.748,0,1.075,21101.725,0.17950001,67274547200,0.28707,-0.342,20.344656,2.53,0.20631,5.305564,0.06716,3.96887,AON
6.613,3.802,0,6.712,16.543,0,82761498624,-0.09291001,6.613,117.65454,-3.59,-0.32494,14.018192,-0.030079998,-0.21028,SHOP
13,1.71,0,6.447,136.171,124,634284928,0.71715,13,6.7777777,0.55,0.0054900004,3.353168,0.04631,0.00132,TCPC
0.024,0.131,0,1.147,0,0,15885324,0,0.024,-0.9241177,0,0,10000000,-1.1326799,-4.83248,AKTX
0.662,0.518,0,4.835,23.972,0,144790288,-159.43903,0.662,-1.4923438,0,0,207.73355,-0.42064998,-0.84178,VXRT
-32.919,6.336,0,0.967,0,0,20143510,-0.2195,-32.919,-0.21764706,0.02,-0.43608,0.068710014,-0.11783,-15.41576,CHRA
17.088,12.375,0,13.21,15.708,0,34374471680,0.17544001,17.088,55.721855,3.39,0.16316,15.271164,0.0311,0.057550002,CSGP
2.696,2.448,0,29.969,1.577,0,65187952,-102.39241,2.696,-5.1116276,-0.24,0,825.94806,-0.24035,-0.40514,IPWR
13.156,2.86,0,94.63,234.963,12.181801,553282688,0.31774,13.156,8.031746,6.61,0.17153999,13.283141,0.0028799998,0.0101499995,ACRE
4.446,4.076,0,28.74,1.593,0,647933888,-3.0023599,4.446,-9.653847,0,0,14.849629,-0.063140005,-0.18304001,NNDM
0.256,0.283,0,10.332,0,0.9992,126260000,0.98189,0.256,1.4786967,0,0.98189,1.6571076,7.74911,13.6769705,BPT
8.212,18.015,0,3.368,56.361,0,4464210944,0,8.212,-21.716192,0,0,10000000,-0.70779,-2.1274002,MDGL
4.398,5.07,0,10.957,29.519,0,459847328,0,4.398,-3.78125,0,0,100000000,-0.35743,-0.82972,SRRK
0.574,0.102,0,0,0,1,143750000,0.93495005,0.574,6.0096154,0,0.93495005,5.2643704,2.26563,3.62501,MVO
29326.402,4881.869,0,0.973,93.76,0.7404,8034294272,0.09613,29326.402,4.4758773,0,0.056989998,4.6174126E-4,0.03421,0.08379,SKM
1.345,1.361,0,42.393,0,0,177680848,0,1.345,-7.0,0,0,10000000,-0.079619996,-0.101239994,MACK
41.298,18.357,0,20.382,0,0,780917440,-0.86619,41.298,13.776062,0,-0.99047,51.67874,-0.00735,-0.013739999,AC
26.324,3.092,0,113.331,450.704,1.6,3456057088,0.61643004,26.324,7.5984845,3.34,0.59981996,7.7724633,0.01089,0.05836,BXMT
0.29,1.135,0,1.563,633.798,0,95370744,-3.34897,0.29,-3.55,-0.03,-1.4374499,1.4844389,-0.40053,-2.0580702,FBIO
-0.754,3.637,0,1.087,0,0,2333680,-0.72100997,-0.754,-0.13361841,0,-1.00589,0.02269653,-0.19654,-19.27271,ATNX
-1.972,13.494,0,3.846,0,0,327394304,-0.19489,-1.972,-18.08791,-0.41,-0.36978,1.3128436,-0.07926,-44.472633,CUTR
2.027,3.528,0,1.857,17.189,0,4935086,-166.07562,2.027,-1.3972602,0,0,20.735655,-0.95672995,-2.05381,ADXS
1.249,1.681,0,7.268,73.132,0,48069572,0,1.249,-0.67093223,0,0,100000000,-0.31143,-0.80358005,SURF
16.826,3.923,0,1.691,36.37,0.90400004,229082202112,0.46296,16.826,30.965687,0,0.4609,3.7824814,0.18108,0.39403,BHP
33.065,0.737,0,60.551,428.922,0.33990002,290557728,0.18292,33.065,4.6858478,0.28,0.06527,0.57247454,0.03628,0.107659996,RM
6.809,2.276,0,2.865,0.388,0,5689730,-307.6,6.809,-3.4193547,0,0,63.219223,-0.47891998,-3.25249,RMED
1.632,3.941,0,10.226,124.042,0,487788192,-5.95423,1.632,-3.7992125,-0.17,-1.62352,22.507761,-0.43875998,-0.56076,MRNS
0.198,1.006,0,2.93,395.257,0,3834995456,-19.01062,0.198,-85.566666,0,0,447.38632,-0.40708,-1.70412,TGTX
20.439,19.404,0,78.153,0,0,2324585472,-0.21789,20.439,-211.90001,0,0.94544,37.47518,-0.0031299999,0.02199,EQC
1.716,1.669,0,17.783,13.644,0,260223584,-438.50156,1.716,-6.0491805,0,0,2106.3572,-0.20246,-0.35963002,OVID
23.792,19.155,0,1.161,284.588,2.9464002,124838019072,0.13244,23.792,13.775551,4.75,0.03026,2.0605433,0.03758,0.100719996,IBM
2.568,5.657,0,3.025,132.117,0,3703721984,-0.98987,2.568,-56.666668,0.44,-1.0975499,25.611248,-0.37453997,-2.5092,AXSM
0.144,0.124,0,17.33,8.646,0,48588488,-4.13379,0.144,-24.166668,0,0,79.13009,-0.34565,-0.62793,REFR
-0.284,1.437,0,7.86,0,0,298551680,-196.66406,-0.284,-6.9666667,0,0,1166.2175,-0.57339,-10.07761,PLSE
16.618,2.975,0,13.978,296.379,0.7292,1598589440,0.6407,16.618,7.4900665,99.43,0.83397,4.460101,0.03262,0.13,ARI
32222.1,68706.72,0,0,0,0.2234,14794402816,0.43436,32222.1,3.9634657,0.44,0.32887,0.0010978186,0.0061299996,0.08049,KB
3.797,2.269,0,4.042,53.469,0,21051220,-0.58077997,3.797,100000000,-0.16,-0.78330004,1.2870073,-0.14998001,-0.84466004,LIQT
-4.071,1.247,0,0.583,0,0,5724655,-4.6637797,-4.071,-26.875002,0,0,1.1325715,-0.74364,-7.84964,ADMP
16.455,2.675,0,11.999,2309.36,0,56334632,1.41666,16.455,7.7107434,1.54,0,-1.5291288,-0.02201,-0.42841,WMC
310.065,241.227,0,62.628,36.209,0,4150822912,0.75426,310.065,7.213649,0.66,0,-10.099326,-0.00889,-0.03254,ESGR
0.514,0.086,0,0.867,14.59,0,95497896,-137.96442,0.514,13.282857,0,0,619.0108,-0.12087,-0.67374,LODE
4.797,4.823,0,21.02,4.321,0,185276992,-28.20173,4.797,-1.5789474,-0.26,0,45.803955,-0.2634,-0.44794998,FULC
2.247,0.66,0,28.081,0.362,0,1012965824,-1.20345,2.247,100000000,0,2.36871,34.701305,-0.06443,0.21375,UUUU
23.844,26.952,0,20.93,367.124,0,561210944,0.39743,23.844,6.9658885,0.53,0.32033002,1.5391625,0.05388,0.25785,ATLC
0.874,5.911,0,2.996,850.948,0,375087936,0,0.874,-3.0615382,-0.03,0,10000000,-0.22065,-7.28712,OMER
24.184,13.343,0,124.909,47.88,0.2673,34934001664,0.74211,24.184,7.139097,3.7,0.52921003,1.8934418,0.00991,0.18589,MFC
7.783,6.986,0,59.78,0,0,188419264,-9.62678,7.783,47.615387,0,0,53.680702,-0.08234999,-0.12467,XBIT
-4.393,8.427,0,2.695,0,0,11669099520,0.14581999,-4.393,30.22364,2.49,-0.26861998,4.4407663,0.07669,-10.328731,ETSY
0.341,3.003,0,0.884,4140.774,4,639278656,0.02892,0.341,19.157896,4.68,0.00243,0.18553275,0.01337,0.109680004,PBI
2313.215,212.949,0,0.487,59.641,0,3624404736,-0.08337,2313.215,-30.199999,0.03,-0.32396,0.0051467447,-0.02192,-0.2691,TEO
720.7966,7768.448,0,0,0,0.3886,38322503680,0.29606,720.7966,2.9215686,0.5,0.19989,0.013788962,0.00228,0.060850002,MFG
0.268,0.124,0,15.141,0.601,0,205789504,-1.21587,0.268,100000000,0,-0.94202006,9.960288,-0.05632,-0.07316,ZOM
3.546,3.562,0,73.658,0.093,0,140654752,0,3.546,-3.19,0,0,10000000,-0.119040005,-0.17282,EPIX
14.352,0.026,0,19.133,159.385,0.97089994,13073200128,0.76397,14.352,17.362371,2.21,0.55382997,9.670006,0.059120003,0.20306,GLPI
0.375,0.073,0,2.439,27.47,0,104265376,-0.84263,0.375,-4.686,0,-0.92052,1.3896862,-0.41459,-0.9914,XXII
2.223,3.579,0,12.531,4.3,0,204675952,-450.2667,2.223,-5.6569343,0,0,2274.1772,-0.28685,-0.61764,ATNM
972.318,1001.96,0,1.971,6.76,0.3,355582720,0.32511002,972.318,3.4785275,0,0.25623,0.005960453,0.12599,0.29849002,QIWI
304.976,2744.974,0,1.637,526.356,0.3382,112470482944,0.29875,304.976,8.863244,9.61,0.23629,2.517639,0.00675,0.09012,GS
-0.898,1.501,0,1.309,0,0,98231808,-13.85996,-0.898,1.9925926,0,0,17.750597,-0.5272,-20.24498,SCYX
0.134,0.268,0,10.25,39.871,0,383897600,-4.0552,0.134,-6.666667,-0.22,3.14353,21.274458,-0.26388,8.96767,SENS
27.669,14.607,0,0.543,359.834,0,645383872,1.71481,27.669,118.666664,-1.85,1.8,2.3903105,0.0293,0.42087,AMBC
-0.101,0.448,0,0.744,0,0,20451242,-1.59121,-0.101,-1.5208334,0,-1.2861199,0.82067585,-0.25837,-20.988869,NOVN
1.274,1.533,0,4.979,33.998,0,173576368,-121.79582,1.274,-2.9777777,0,0,401.58612,-0.38173,-0.86665,CUE
15.064,6.277,0,0.923,115.545,0,1287577534464,0.02542,15.064,48.639534,1.11,0.00818,2.4530098,0.01906,0.029760001,AMZN
16.91,2.086,0,86.073,306.288,0,602280960,2.01629,16.91,9.261906,2.59,0,-13.624108,-0.01403,-0.05508,TRTX
74.666,82.262,0,1.323,2041.086,0.2935,1570283520,0.72829,74.666,10.326842,1.02,0.57423,5.190419,0.0064700004,0.13981,AGM
26.178,14.043,0,1.913,40.739,0.28170002,2545391239168,0.41415,26.178,31.263014,2.98,0.33248,12.261568,0.14829001,0.38601002,MSFT
2043.7455,171.605,0,0.966,77.37,0.4715,50866118656,0.13877,2043.7455,8.126263,0,0.07871,0.01262977,0.02575,0.052670002,TAK
13.978,5.429,0,3.374,70.019,0,4075408128,-0.09129,13.978,-23.942308,0.25,-2.85512,1.6494726,-0.01831,-1.23392,TDOC
0.288,3.267,0,4.343,1832.137,0,237615680,-1.17635,0.288,-2.7431693,0,-1.22195,1.8002961,-0.25365,-2.02965,NSTG
4.304,2.138,0,6.285,7.838,0,564616960,-1.74537,4.304,-22.103174,-0.95,-1.83019,18.434065,-0.34352002,-0.70876,DMRC
1186.194,858.192,0,5.917,26.753,0,19450464256,0.2069,1186.194,14.8958845,-5.02,0.15794,1.8688455,0.22806999,0.50033003,NVR
-2.549,3.091,0,1.673,0,0,5016351232,-0.36705002,-2.549,18.969696,38.66,-0.52059,3.1519403,-0.04086,-21.573711,MLCO
0.441,0.318,0,1.416,518.483,0,48759184,0.074990004,0.441,9.948719,0,0.1196,0.5721745,0.06974,115.080635,CVU
9.167,8.417,0,1.945,54.455,0.0864,94722695168,0.47834,9.167,4.907166,0,0.20397,0.666287,0.27296,0.57746,EQNR
1.719,3.151,0,0.844,3945.179,0,82444088,0.069910005,1.719,4.7727275,1.96,-0.01637,0.110738866,0.04257,-0.29127002,LEE
-0.691,1.812,0,2.929,0,0,9808230,-122.3921,-0.691,-0.39166668,0,0,29.81225,-0.61783004,-5.0858097,IMV
5153.11,2499.177,0,0,0,0.111,4754995200,0.11214,5153.11,2.9596493,-0.35,0.079619996,0.0064203376,0.02095,0.10564999,GGAL
1.93,1.151,0,17.481,5.02,0,25929244,0,1.93,-1.7096775,0,0,10000000,-0.07391,-0.29458,SFE
27.023,0.588,0,0.591,124.078,2.9385998,75885002752,0.17181,27.023,16.511013,6.74,0.0555,1.5090381,0.031170001,0.04249,ENB
0.641,0.748,0,8.814,17.127,0,1526301056,-303.5769,0.641,-9.67742,-1.59,0,3089.6782,-0.30075002,-0.70795995,GERN
3.26,0.457,0,0.405,125.988,0,32997300,-1.20135,3.26,-1.4150944,0,-2.20129,0.2658907,-0.14961,-1.06389,HEXO
0.723,0.124,0,6.764,0.33,0,265397920,0,0.723,-164.0,0,0,10000000,-0.02259,-0.04048,WRN
39.792,39.378,0,59.744,0.32,0,8889954304,-30.073511,39.792,-22.56844,1.12,0,787.3487,-0.21322,-0.32514998,KRTX
25.853,0.006,0,1.006,0,0.19469999,514928960,0.85617995,25.853,340.83334,0,8.961599,22.456898,0.02161,0.36631,PEO
3.775,2.899,0,14.245,1.32,0,1367977216,-2.1297,3.775,-8.807693,-302.67,-2.19517,17.979828,-0.07788,-0.13841,BLDP
0.68,0.699,0,7.101,28.095,0,212629392,-2667.8572,0.68,-16.75,-0.69,0,30375.627,-0.42903,-0.88082004,ATOM
-0.239,5.97,0,1.168,0,0.38509998,5007097856,0.19591999,-0.239,8.199501,0.89,0.13585,1.4346524,0.12318,114.02127,HRB
0.365,0.292,0,9.63,10.47,0,294278752,-2.76771,0.365,3.9642859,0,-1.68961,45.511715,-0.083000004,-0.13510999,URG
-2.087,16.628,0,3.773,0,0,25100705792,-0.68927,-2.087,-81.60729,0.19,-0.93132,21.95175,-0.14434,-15.0066395,ALNY
0.95,0.999,0,67.77,0,0,281424000,1.5596001,0.95,-1.0816945,0,0,-61.107063,-0.15142,-0.3362,MSB
3.061,2.463,0,12.638,3.937,0,23237126,-0.33955002,3.061,-1.3857143,0,0.99327004,1.0640684,-0.06439,0.34744,CLRO
10.759,10.614,0,32.323,0.815,0,2680780032,-1.02875,10.759,-14.625,0,-0.92377996,38.881752,-0.105670005,-0.17216998,MORF
0.044,0.061,0,1.913,17.792,0,24808680,-24.60364,0.044,-2.7142856,0,0,30.071127,-1.1023899,-2.17151,VCNX
2.784,1.635,0,3.149,36.61,0,106763272,-2.0007899,2.784,-2.832168,0,-2.21663,4.0041733,-0.28335,-0.63477004,DRIO
10.42,1.271,0,8.293,86.636,0,6101388,0.30068,10.42,0.4891304,0,-2.06853,0.8095316,0.01539,-0.30157,PW
0.019,1.633,0,1.446,2916.224,0,26693018,-1.69915,0.019,-3.3809524,0,-1.6983099,0.77165294,-0.34452,-2.79094,HARP
-0.003,0.779,0,1.195,0,1.0618,304998016,0.56533,-0.003,5.831111,0,0.48388,3.744972,0.22754,36.37449,GPP
0.191,0.347,0,14.219,78.051,0,1451184768,-129.59781,0.191,-1.9259257,0,0,3189.417,-0.19848,-6.06159,SMMT
5738.384,688.377,0,1.025,72.456,0,10737099776,0.10293999,5738.384,4.3175077,-0.15,0.10899,0.0036454536,0.04676,0.19973,YPF
1.099,0.391,0,1.216,105.975,0,11758600,-108.735466,1.099,-0.29166666,0,0,23.56433,-0.42455003,-1.14824,IBIO
0.35,0.371,0,7.612,0.476,0,23915620,-179.56061,0.35,-1.0921053,0,0,362.35788,-0.43675,-0.76962,ENTX
3.081,2.842,0,5.532,27.792,0,160975632,-103.64257,3.081,-3.7848103,0,0,646.48846,-0.19163999,-0.41137,INMB
-0.09,0.002,0,0.349,0,0,34349824,-1.60937,-0.09,21.800001,0,-1.45259,8.248334,-0.60644,-7.3110104,DTSS
-0.645,0.6,0,1.935,0,0,91562696,-7.7340603,-0.645,-1.224,-0.01,0,9.601792,-0.78852,-385.10544,ARAV
11.846,0.49,0,48.674,1045.856,0,256191504,0.42381,11.846,14.855422,0,0.31672,1.0311468,0.030769998,0.36887002,CPSS
1.496,1.87,0,4.128,3.343,0,13646840,-0.13508001,1.496,-4.333333,0,-2.48336,3.3258393,-0.0084,-0.36933997,TKAT
5.184,0.95,0,4.896,12.791,0,364000000,-0.095979996,5.184,100000000,0,-0.37097,0.40577355,-0.029779999,-0.24596001,SNDL
34.201,7.278,0,0.831,505.794,0,3801953280,-2.24364,34.201,-135.8287,0.93,-1.74905,7.575091,-0.21120001,-1.34412,MSTR
33.65,0.318,0,45.926,178.4,0.3806,1525000064,0.71708,33.65,14.196429,0,0.38757,5.129154,0.02322,0.05913,SAFE
108156.15,149935.36,0,0,0,0.2191,6853452800,0.43638,108156.15,2.9416666,0.31,0.3121,6.650585E-4,0.0072000003,0.11059,WF
0.459,1.826,0,0.468,8343.571,0.16409999,53499510784,0.56985,0.459,19.337719,1.33,0.40431,7.9001055,0.09628,2.86402,MAR
32448.232,6918.119,0,1.2,64.636,0,6002189312,0.0555,32448.232,6.116751,0,0.044460002,2.3259944E-4,0.02309,0.07137,KT
23.214,0.247,0,60.857,73.672,1.0625,32477122560,0.66823,23.214,12.486487,1.89,0.44704,10.400107,0.041020002,0.0726,VICI
-0.104,0.038,0,0.63,0,0,69933240,0,-0.104,-3.75,0,0,10000000,-1.32367,-2.63054,BEAT
0.214,2.964,0,1.401,1643.201,0,1062830,-3.15212,0.214,-0.4528302,0,0,0.17103039,-0.62256,-3.43213,HTGM
2.531,2.117,0,8.554,1.066,0,172746240,-2.01827,2.531,-2.7826087,-0.02,-1.95157,3.9948716,-0.28926,-0.49537,CARA
-0.514,0.985,0,2.093,0,0,1818929024,-0.32355,-0.514,-18.719513,-1.16,-0.39343,4.675381,-0.14069,-9.930059,ATEC
4.273,4.523,0,6.573,4.046,0,5952500,-95.27031,4.273,-0.27222222,0,0,44.60071,-0.46292,-0.81481004,OGEN
4.609,0.126,0,0.688,59.968,0,871694976,0.70669997,4.609,5.05102,0,-0.65310997,3.323714,0.08443,-0.19685,OXLC
13.878,7.749,0,4.888,0,0,522525248,0.67559,13.878,12.990825,0,0.96366996,2.1779327,0.19905001,0.5838,SD
31.584,112.073,0,0,0,0.2613,232619491328,0.34039003,31.584,8.6875,2.57,0.30276,2.4606445,0.0089,0.10469,BAC
62.419,39.969,0,3.091,59.535,0.1858,82303401984,0.31324,62.419,23.782997,1872,0.26077,4.3646507,0.20605,0.68136,LRCX
-0.096,0.501,0,2.287,0,0,144855152,-1.22462,-0.096,-2.42,-0.03,-1.3257,1.2725569,-0.3523,-24.08875,HRTX
13.675,5.906,0,29.001,511.803,0.1517,177010192,0.52771,13.675,4.8037972,0.3,0.22459999,0.8054558,0.033570003,0.15032,MFIN
107.762,76.782,0,11.649,0.232,0.2173,10450595840,0.81523,107.762,22.217497,1.4,0.65276,15.681013,0.37484002,0.55883,TPL
3.403,3.362,0,11.579,0.605,0,197168800,1115.6202,3.403,-1.7699115,0,0,-2495.8076,-0.28051,-0.48416,ALT
0.539,0.08,0,4.123,0.125,0,1044686208,-2.95282,0.539,-62.5,0,-2.20577,75.13566,-0.046869997,-0.06819,DNN
3670.89,184.756,0,0.866,27.057,0.0699,1119053696,0.52143,3670.89,-2.5087721,0,0.81704,0.022947416,0.0364,0.19509001,IRS
0.636,2.457,0,5.93,239.465,0,5348912,-2.72009,0.636,-1.2121211,-0.02,-2.85918,1.8440244,-0.5173,-4.08532,EVOK
-0.484,0.556,0,4.134,0,0,27265238,-1.10868,-0.484,-0.78653336,-0.05,-1.7232699,0.4334007,-0.31004,-6.8668904,VAPO
51.853,43.636,0,17.798,1.254,0,429557088,-0.59502,51.853,-47.75,0,0.5671,1.248393,-0.00961,0.01575,QD
16.787,10.516,0,5.173,66.43,0.53650004,160436912128,0.48194999,16.787,23.918808,2.62,0.42334,8.22669,0.21559,0.56431997,TXN
9231.375,2908.75,0,2.006,68.833,0,4728705024,0.27524,9231.375,5.7216783,0.83,0.26511,0.011201713,0.09708,0.30892,PAM
53.157,27.995,0,2.379,179.175,0.5457,358255951872,0.45311,53.157,21.080864,2.38,0.39062,10.223616,0.13842,0.63668996,AVGO
0.125,1.019,0,3.606,665.338,0,372893824,-1.61317,0.125,-5.117021,0,-1.7185,7.215298,-0.32958,-1.98454,OCUL
-0.298,2.116,0,5.186,0,0,137439504,0,-0.298,-1.006993,-0.15,0,10000000,-0.5153,-259.25778,GOSS
3.777,3.841,0,31.206,0.537,0,154105488,-12.78357,3.777,-7.8571424,0,0,57.01276,-0.1301,-0.19635001,ORMP
0.515,0.588,0,3.512,13.167,0,9135709,-67.93648,0.515,-1.74625,0,0,7.84181,-0.72947,-1.63261,AGLE
6.596,0.132,0,2.636,0,1,59003644,0.93813,6.596,7.461539,0,0.93813,4.62032,0.09044,0.14601,PRT
3267.18,1903.824,0,0.437,17.633,0,1014677184,-0.18459,3267.18,1.9801651,0,-0.10149,0.0047514737,-0.056360003,-0.19201,EDN
19.805,3.557,0,55.685,354.009,0,1174026240,-1.19174,19.805,4.4651165,-0.21,-1.19174,18.436052,-0.00789,-0.03475,MFA
32.46,3.955,0,1.543,68.054,0.3827,50615447552,0.52195,32.46,23.766558,1.49,1.00136,11.643761,0.08056,0.43833,PSA
0.473,1.625,0,0.888,3869.975,0.264,32508477440,0.43705,0.473,34.863354,3.88,0.2014,12.977436,0.110819995,0.544,VRSK
90.634,35.746,0,53.636,58.339,0.0016,5353911808,0.31102,90.634,6.728675,0.6,0.5065,2.3904593,0.049850002,0.30227,AMG
43962.895,16242.296,0,2.198,47.88,0.2315,23466878976,0.0397,43962.895,4.9855647,0,0.02607,2.8344034E-4,0.02039,0.04275,PKX
-0.654,1.665,0,3.425,0,0,1679134080,-0.24882,-0.654,-49.80153,0,-0.47839,9.890524,-0.15047,-5.10179,ESTA
0.673,0.19,0,0.403,678.966,0,3855021056,-0.15955,0.673,-197.08333,114186,-0.20397,6.6200852,-0.041589998,-0.66637003,MANU
17.036,3.382,1,1.304,304.754,0.1765,10666080256,0.094239995,17.036,12.082993,2.17,0.048060004,0.83622736,0.05209,0.30831,CCK
5.663,5.151,1,4.374,0.157,0.76919997,282329632,0.18415001,5.663,27.294119,0,0.19851999,5.2230067,0.03886,0.085310005,PKE
11.822,1.039,1,0.721,167.091,0.97110003,22721429504,0.09365,11.822,15.380511,4.82,0.053260002,1.4475936,0.04934,0.19147,K
5.759,0.282,1,1.347,117.974,0,1267710464,0.10264,5.759,29.23077,1.69,0.036730003,1.9128408,0.041050002,0.062340003,CARS
16.153,11.037,1,1.895,0.505,0,330925856,-0.040960003,16.153,9.976744,42.45,-0.02665,0.10992917,-0.03464,-0.06407,NIU
0.318,0.075,1,1.659,7.65,0,33656448,-31.29371,0.318,-1.27625,0,0,38.46451,-0.14942001,-0.18400998,OCX
11.351,4.832,1,2.21,147.75,0,351494016,-0.04955,11.351,9.548611,0.94,0.05175,0.6064089,-0.01874,0.11091,BAND
27.341,0.459,1,2.45,63.879,1.9047999,2522182912,0.03748,27.341,16.285267,2.21,0.00874,1.0706269,0.01745,0.0154,CRS
86.438,13.838,1,15.48,15.31,0.1025,34224422912,0.18525,86.438,10.214468,0.47,0.12656,1.0172405,0.10948,0.18290001,LEN
17.394,1.053,1,0.543,110.526,0.46,47405338624,0.16363001,17.394,17.975502,2.7,0.14039999,2.3755643,0.06547,0.27387,GIS
42.418,1.931,1,3.439,18.044,0.4028,7724424704,0.47842997,42.418,27.036783,4.35,0.39238998,12.779177,0.057550002,0.0875,RGLD
20.046,1.569,1,2.945,145.211,1.5926,1514898560,0.2734,20.046,26.266668,8.79,0.11566,3.5670776,0.02406,0.05284,AAT
0.71,5.791,1,3.598,289.693,0,1055046080,-0.71538,0.71,-1.4704762,0,-0.24351,3.5271783,-0.05707,-0.61013,MOR
1.01,0.841,1,6.404,28.091,0,38198324,-61.168472,1.01,-0.6436782,0,0,34.412903,-0.33578998,-0.65740997,SYBX
3.675,1.525,1,3.482,156.422,0,1229054336,0.054109998,3.675,31.807695,0,0.3171,6.6394095,0.00262,0.10937,AIV
16.214,5.65,1,3.057,101.56,0,4238351616,0.14307,16.214,20.158655,2.32,0.09875,3.6266766,0.05508,0.14725,HAE
21.547,29.91,1,2.248,76.199,0,25778370560,-0.062140003,21.547,85.69637,2.73,-0.07713,14.032941,-0.02913,-0.15072,HUBS
2.2,0.291,1,0.674,25.409,0,176572480,-0.077989995,2.2,19.619047,9.31,-0.09237,0.85427827,-0.044549998,-0.19643,BCOV
25.273,4.788,1,1.131,174.218,0.36099997,13876938752,0.11534,25.273,16.435158,2.41,0.07768,1.5850301,0.07715,0.34215,AVY
68.738,17.775,1,3.578,54.831,1.1414,2678451200,0.13979,68.738,16.81389,3.62,0.20302,2.4093292,0.03478,0.01281,NPO
0.122,0.553,1,2.067,1069.506,0,443428608,-0.34415,0.122,-32.458332,-0.8,-0.45837003,2.8346958,-0.17667,-1.93275,EOLS
0.799,0.858,1,7.131,2.585,0,116076968,-4.73493,0.799,-2.310345,0,0,15.476929,-0.21627001,-0.39821,CGEN
16.29,5.053,1,0,0,0.32770002,17002195968,0.45326,16.29,7.9823794,-8.86,0.32411,2.3866081,0.01451,0.13629,RF
0.572,1.022,1,1.788,0,0,370559456,0.01112,0.572,38.699997,0.25,-0.02316,0.8434534,0.0064600003,-0.19143,ARAY
30.338,6.333,1,1.683,111.967,0.4571,33683320832,0.107930005,30.338,17.512852,1.42,0.07177,1.9004356,0.05436,0.19226,PPG
4.532,3.562,1,1.13,161.22,0,218706928,0.04222,4.532,9.582089,4.93,0.01978,0.44145048,0.02125,0.04541,UTI
1.988,0.243,1,1.228,34.199,0,52014200,0.086169995,1.988,49.43,0,0.03408,0.10374435,0.12985,0.17416,POL
58.455,3.594,1,2.129,62.245,0.1,14455820288,0.25955,58.455,19.834768,-8.28,0.17186001,4.3649144,0.03688,0.0706,PKI
21.538,27.277,1,1.028,81.307,0,64308240384,-0.31526,21.538,11.891892,1.4,-0.08266,10.451586,-0.00735,-0.03524,KKR
6.21,8.272,1,0,0,0,279353792,0.017439999,6.21,28.947369,0,-0.24825001,3.4749386,-0.00764,-0.060760003,SBT
16.264,0.047,1,1.32,96.575,0,10229646336,0.09222999,16.264,29.169699,2.7,0.06856,2.3474383,0.06105,0.19084999,FND
10.968,0.506,1,3.154,114.706,0.9533,2103646976,0.78976,10.968,7.8563833,1.54,0.55301,5.8172703,0.060060002,0.14121,HTGC
24.127,7.325,1,0,0,0.3225,1112033536,0.67299,24.127,8.150391,2.49,0.48161,3.829066,0.01997,0.20803,WABC
8.042,4.181,1,2.034,102.461,0.0952,11074955264,0.18344,8.042,26.027586,1.2,0.11885,4.2254696,0.082159996,0.27907,BRKR
34.983,54.387,1,1.568,165.716,0.22690001,127993544704,0.18372,34.983,15.119403,1.25,0.13869001,2.4548993,0.0335,0.29896,AXP
150.192,29.55,1,0.714,72.971,0.21049999,79539265536,0.043920003,150.192,9.522848,0.99,0.03686,0.43512112,0.03338,0.15073,CI
23.203,2.045,1,2.34,48.522,0.112399995,2809498112,0.06346,23.203,12.961988,11.63,0.06633,0.8366365,0.0462,0.15654999,WERN
18.855,0.593,1,1.42,26.574,0,121640560,0.042579997,18.855,60.8125,-4.28,-0.00588,1.3351103,0.00723,-0.0023100001,NGS
71.874,46.041,1,0,0,0.120900005,4445745152,0.47307,71.874,8.359307,0.27,0.37422,2.9243822,0.013459999,0.103769995,PNFP
49.667,8.248,1,1.795,18.394,0.38259998,5460870144,0.0592,49.667,11.580333,0.31,0.03052,0.63466024,0.04276,0.0845,OSK
11.621,2.073,1,1.314,414.226,0.2732,24012304384,0.07649,11.621,17.096928,1.29,0.04778,1.0484487,0.08332,0.88903,CDW
27.176,5.474,1,1.824,74.475,0,340339904,-0.07592,27.176,4.3642387,-0.81,-0.06572,0.094149165,-0.03701,-0.14669,TPC
16.703,2.309,1,2.844,79.569,0,6073345536,0.13012,16.703,46.856354,15.41,0.08392,6.934523,0.058569998,0.12977,NOVT
2.18,0.121,1,1.027,329.683,0,4080583936,0.54366,2.18,9.145632,7.68,-0.18878001,2.9315844,0.04458,-0.10366999,ETRN
23.186,0.934,1,0.769,90.994,0.7481,2937853184,0.14377,23.186,24.8673,3.87,0.09038,3.6516027,0.01921,0.05826,CWT
4.268,3.287,1,1.733,17.214,0,13037573,-0.49785998,4.268,0.93068963,0,-0.86327004,0.07117046,-0.19377,-1.07416,TC
39.126,8.474,1,2.639,72.372,0.16469999,4270951936,0.0799,39.126,11.836736,0.99,0.04741,1.151641,0.05037,0.113529995,ENS
16.359,2.483,1,2.05,7.352,0.1274,4826233856,0.09017,16.359,11.609442,74.17,0.07231,0.75261736,0.08446,0.17099,SNDR
87.099,15.745,1,3.485,27.416,0.349,14496432128,0.25887,87.099,14.740043,3.36,0.19118,2.9389029,0.11384,0.21568,SNA
